,Row,City,Country,Latitude,Longitude,Temperature(F),Humidity(%),Cloudiness(%),Wind Speed(mph)
457,457,Zhuhai,CN,40.71,112.04,19.4,44,0,8.95
458,458,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,71.07,99,32,10.96
459,459,Syracuse,US,43.05,-76.15,15.26,69,90,9.17
460,460,Vila Praia de Ancora,PT,41.81,-8.85,55.81,100,90,11.41
461,461,Kawambwa,ZM,-9.8,29.07,80.52,59,68,3.91
462,462,Ust-Kulom,RU,61.69,53.69,20.85,86,88,4.36
463,463,Tabuk,PH,17.41,121.44,65.49,98,64,1.23
467,467,Kenai,US,60.55,-151.26,-0.05,82,1,4.7
468,468,Hualmay,PE,-11.1,-77.61,74.9,76,8,4.59
469,469,Havelock,US,34.88,-76.9,48.4,85,1,6.93
470,470,Yulara,AU,-25.24,130.99,78.8,65,92,21.92
471,471,Maroantsetra,MG,-15.43,49.74,74.63,100,92,5.37
472,472,Okhotsk,RU,59.36,143.24,-17.36,100,0,10.18
473,473,Elizabethton,US,36.35,-82.21,45.32,71,1,8.05
474,474,Puerto Penasco,MX,31.32,-113.53,56.94,100,0,16.78
475,475,Tautira,PF,-17.73,-149.15,78.8,83,56,2.24
476,476,Evensk,RU,61.92,159.24,3.44,100,48,17.11
477,477,Road Town,VG,18.42,-64.62,81.59,61,40,12.75
478,478,Bowen,AU,-20.01,148.25,73.4,88,75,5.82
479,479,Sanquhar,GB,55.37,-3.93,39.2,86,75,2.24
480,480,Namatanai,PG,-3.66,152.44,80.48,100,92,10.74
482,482,Woodstock,CA,43.13,-80.75,9.93,84,90,9.17
483,483,Akdepe,TM,42.05,59.39,26.6,92,90,16.11
484,484,Waitati,NZ,-45.75,170.57,52.67,57,0,22.26
485,485,Altay,CN,47.83,88.13,-8.45,53,0,2.68
487,487,Rumphi,MW,-11.02,33.86,73.73,70,68,4.36
488,488,Moskovskoye,RU,45.29,41.92,37.4,47,0,8.95
489,489,Turukhansk,RU,65.8,87.96,15.14,85,68,16.33
490,490,Bokhan,RU,53.15,103.77,2.09,65,12,5.14
491,491,Poya,NC,-21.35,165.16,75.44,100,0,16.89
492,492,Berlevag,NO,70.86,29.09,11.94,100,68,3.91
494,494,Fulton,US,43.32,-76.42,13.46,69,90,9.17
495,495,Bathsheba,BB,13.22,-59.52,82.4,61,20,18.34
496,496,Casablanca,MA,33.6,-7.62,60.66,77,75,19.46
497,497,Skjervoy,NO,70.03,20.97,29.4,100,76,16.78
499,499,Aksarka,RU,66.56,67.8,-4.08,65,0,11.52
500,500,Muravlenko,RU,63.79,74.5,15.59,84,64,7.49
501,501,Udachnyy,RU,66.42,112.4,-6.96,71,56,4.36
502,502,Batagay-Alyta,RU,67.8,130.41,-48.59,0,36,2.57
503,503,Arshan,YE,14.32,46.95,71.03,50,8,5.82
506,506,Champerico,MX,16.38,-93.6,60.8,93,5,2.24
507,507,Salina Cruz,MX,16.18,-95.2,75.12,64,12,3.58
508,508,Shubarkuduk,KZ,49.15,56.49,9.74,81,12,4.03
509,509,Lincoln,US,40.8,-96.67,7.88,79,1,16.44
510,510,Los Llanos de Aridane,ES,28.66,-17.92,66.2,68,75,11.41
513,513,Winnemucca,US,40.97,-117.74,41,82,75,8.05
514,514,Calarasi,RO,44.2,27.33,35.39,94,88,8.72
515,515,Asosa,ET,10.07,34.53,84.26,19,0,7.38
517,517,Nampula,MZ,-15.12,39.26,75.89,88,24,4.59
519,519,Aripuana,BR,-9.17,-60.63,87.23,76,20,3.02
520,520,Yaan,NG,7.38,8.57,98.03,30,0,4.59
521,521,Natal,BR,-5.81,-35.21,88.68,55,75,17.22
522,522,Pong,TH,12.95,100.98,78.8,69,20,4.7
523,523,Te Anau,NZ,-45.41,167.72,44.7,93,92,11.97
524,524,Shache,CN,38.42,77.24,24.09,89,92,4.03
526,526,Miraflores,CO,5.2,-73.14,61.62,68,12,2.46
527,527,Kodinsk,RU,58.6,99.18,19.46,79,92,8.28
528,528,Blagoyevo,RU,63.37,47.92,17.07,83,80,3.47
529,529,Wanning,AT,48.64,13.53,32,91,0,9.17
530,530,Eustis,US,40.66,-100.03,11.01,79,1,11.41
531,531,Honningsvag,NO,70.98,25.97,24.41,100,64,11.3
532,532,Viedma,AR,-40.81,-62.99,87.23,24,0,17.45
533,533,Pamplona,ES,42.82,-1.64,49.53,65,75,6.93
534,534,Pedernales,EC,0.07,-80.05,76.2,94,44,7.72
535,535,Saint-Joseph,FR,43.56,6.97,46.44,93,80,3.36
536,536,Athabasca,CA,54.72,-113.29,-0.75,73,92,13.2
537,537,Luanda,AO,-8.83,13.24,84.2,66,75,10.29
538,538,Ambon,FR,47.55,-2.56,50,81,0,5.82
540,540,Marawi,PH,8,124.29,68.78,98,92,2.24
541,541,Nata,CY,34.78,32.57,59,72,75,4.7
542,542,Aykhal,RU,65.95,111.51,-13.58,39,48,3.69
543,543,Sioux Lookout,CA,50.1,-91.92,-33.58,72,5,2.24
544,544,Gaeta,IT,41.22,13.56,53.6,81,40,2.35
545,545,Verkh-Usugli,RU,52.7,115.17,7.62,69,56,7.72
546,546,Tessalit,ML,20.2,1.01,73.05,22,0,12.64
547,547,Huangmei,CN,30.1,115.95,43.62,100,88,2.91
548,548,Los Alamos,US,35.88,-106.3,24.78,62,1,8.05
549,549,Zhigansk,RU,66.77,123.37,-33.6,0,68,11.18
550,550,Diego de Almagro,CL,-26.39,-70.05,69.05,81,8,3.69
551,551,Tikapur,NP,28.53,81.12,47.67,88,0,2.68
553,553,Kalawit,PH,7.91,122.53,78.41,70,44,11.41
554,554,Lagoa,PT,37.14,-8.45,62.6,82,40,14.99
555,555,Galveston,US,40.58,-86.19,27.54,100,90,11.41
556,556,Kununurra,AU,-15.77,128.74,84.2,79,48,4.7
558,558,Bikin,RU,46.82,134.25,-4.8,67,68,3.02
559,559,Goderich,CA,43.74,-81.71,10.73,98,88,13.98
560,560,Balabac,PH,7.99,117.06,80.66,100,0,15.99
561,561,Kumluca,TR,36.37,30.29,38.09,98,92,1.45
562,562,Tanda,IN,31.67,75.63,55.37,76,64,6.38
563,563,Bougouni,ML,11.42,-7.49,88.85,20,0,11.3
564,564,Zheleznodorozhnyy,RU,55.75,38,23.36,85,75,8.95
565,565,Ndioum,SN,16.51,-14.65,80.03,15,0,15.77
566,566,Picota,PE,-6.92,-76.33,69.03,290,75,1.68
567,567,Cayenne,GF,4.94,-52.33,82.4,74,75,12.75
568,568,Kambove,CD,-10.88,26.6,70.8,88,64,5.26
569,569,Nova Friburgo,BR,-22.28,-42.53,85.92,59,0,7.72
570,570,Leh,IN,34.16,77.58,-7.91,66,56,1.57
572,572,Husavik,CA,50.56,-96.99,-37.07,0,0,3.91
573,573,Nizwa,OM,22.93,57.53,68.87,31,0,7.61
575,575,Moerai,PF,-22.43,-151.33,79.8,98,44,10.96
576,576,Ardakan,IR,32.31,54.02,37.4,69,40,6.93
577,577,Harrismith,ZA,-28.27,29.13,67.43,59,56,9.95
578,578,Prainha,BR,-1.8,-53.48,81.24,85,64,3.47
579,579,Suamico,US,44.63,-88.04,9.21,70,90,10.29
580,580,Pascagoula,US,30.37,-88.56,64.36,81,90,5.82
582,582,Tungor,RU,53.39,142.95,0.47,74,0,17.45
583,583,Liku,ID,-0.73,119.89,78.23,100,44,3.13
584,584,Saint Anthony,US,43.97,-111.68,27.84,86,90,11.41
585,585,Portales,US,34.19,-103.33,27.75,78,1,9.17
586,586,Mincivan,AZ,39.03,46.72,27.92,81,8,0.34
587,587,Komsomolskiy,RU,67.55,63.78,10.5,84,76,15.88
588,588,Ferrol,ES,43.48,-8.23,51.6,100,75,2.24
589,589,Vestmanna,FO,62.16,-7.17,39.2,80,0,10.29
591,591,Beyneu,KZ,45.32,55.19,27.6,93,92,10.4
592,592,Acapulco,MX,16.86,-99.88,73.4,88,75,3.36
593,593,Mayo,CA,63.59,-135.9,-5.81,76,90,2.57
594,594,Izumo,JP,35.37,132.75,44.6,75,75,5.82
595,595,Rabo de Peixe,PT,37.8,-25.58,62.6,93,75,11.41
596,596,Axim,GH,4.87,-2.24,83.22,99,32,10.63
597,597,Corn Island,NI,12.17,-83.04,80.93,96,88,14.65
598,598,Nhulunbuy,AU,-12.18,136.78,84.2,83,40,5.82
599,599,Senges,BR,-24.11,-49.46,85.43,71,44,9.51
600,600,Palmer,AU,-34.85,139.16,64.4,63,0,10.29
602,602,Margate,AU,-43.03,147.26,62.6,55,20,11.41
603,603,Bagdarin,RU,54.44,113.59,7.67,59,8,7.61
604,604,Abalak,NE,15.46,6.28,93.71,15,0,14.99
605,605,Tshikapa,CD,-6.42,20.79,80.52,71,56,4.81
606,606,Byron Bay,AU,-28.65,153.62,72.55,88,90,4.7
607,607,Kizukuri,JP,40.81,140.39,34.94,100,88,12.86
608,608,Kondinskoye,RU,59.65,67.41,17.3,84,56,8.95
609,609,Tianpeng,CN,28.88,112.34,43.35,100,92,8.16
610,610,Terney,RU,45.05,136.61,16.31,100,32,8.39
611,611,Delta del Tigre,UY,-34.76,-56.41,71.6,60,40,5.82
