,Row,City,Country,Latitude,Longitude,Temperature(F),Humidity(%),Cloudiness(%),Wind Speed(mph)
459,459,Barreiros,BR,-8.82,-35.18,83.04,87,44,7.61
461,461,Dzhebariki-Khaya,RU,62.22,135.8,-50.21,0,20,2.57
462,462,Lata,IN,30.78,78.62,34.22,96,20,1.68
463,463,Nanchang,CN,28.68,115.89,45.02,100,88,8.28
464,464,Laureles,MX,20.73,-103.39,60.8,59,5,4.7
467,467,Parabel,RU,58.71,81.5,21.35,87,80,6.04
468,468,Yacuiba,AR,-22.01,-63.68,73.4,69,90,11.41
469,469,Omboue,GA,-1.57,9.26,81.24,100,0,9.17
470,470,Naryan-Mar,RU,67.67,53.09,4.52,61,0,13.31
471,471,Bubaque,GW,11.28,-15.83,84.08,80,0,17.67
472,472,Sumbe,AO,-11.2,13.84,82.4,91,75,13.87
473,473,Yulara,AU,-25.24,130.99,78.8,54,92,14.99
474,474,Tagusao,PH,9.19,117.81,76.34,96,0,5.03
475,475,Halifax,CA,44.65,-63.58,18.93,48,75,14.99
476,476,Kulhudhuffushi,MV,6.62,73.07,80.12,100,0,5.26
477,477,Fakel,RU,57.63,53.03,29.22,93,92,7.38
478,478,Kampong Cham,KH,11.99,105.46,80.12,58,20,7.27
479,479,Abashiri,JP,44.01,144.25,20,73,48,8.16
480,480,Tiznit,MA,29.7,-9.73,61.31,81,0,5.37
481,481,Necochea,AR,-38.55,-58.74,72.92,90,0,8.16
482,482,Ornskoldsvik,SE,63.29,18.72,21.36,85,48,11.41
483,483,Aklavik,CA,68.22,-135.01,-3.48,76,90,5.59
484,484,Marawi,PH,8,124.29,68.78,98,92,2.24
485,485,Maumere,ID,-8.63,122.22,77.55,100,0,2.8
487,487,Susangerd,IR,31.56,48.19,50,53,0,4.7
488,488,Sobolevo,RU,54.43,31.9,25.94,88,80,13.31
489,489,Tayoltita,MX,24.11,-105.93,62.93,38,8,2.46
491,491,Paita,PE,-5.09,-81.11,62.6,290,0,3.36
492,492,Hofn,IS,64.25,-15.21,41.51,99,92,20.24
493,493,La Brea,TT,10.24,-61.62,86,51,75,16.11
494,494,Mogzon,RU,51.74,111.97,9.11,57,24,12.64
495,495,Redlands,US,34.06,-117.19,51.39,55,1,2.24
496,496,Doha,QA,25.29,51.53,59.97,48,0,11.41
497,497,Cherskiy,RU,68.75,161.3,-27.75,44,44,6.15
498,498,Itaituba,BR,-4.26,-55.99,78.05,93,80,2.91
499,499,Port Hedland,AU,-20.31,118.58,86,79,0,9.17
500,500,Sumenep,ID,-7.02,113.87,77.24,100,92,2.57
501,501,Perth,GB,56.4,-3.43,37.98,86,75,3.36
502,502,Mopti,ML,14.49,-4.19,80.6,11,0,23.04
504,504,Huarmey,PE,-10.07,-78.15,75.75,66,0,4.7
505,505,Kil,SE,59.5,13.32,32,79,48,5.82
506,506,Ketchikan,US,55.34,-131.65,43.07,82,75,8.05
507,507,Kawalu,ID,-7.38,108.21,66.71,94,20,1.9
508,508,Pisco,PE,-13.71,-76.2,71.6,30,0,9.17
509,509,Zlobin,HR,45.29,14.65,39.2,55,0,14.99
510,510,Carutapera,BR,-1.2,-46.02,83.22,84,56,8.28
511,511,Prince Rupert,CA,54.32,-130.32,42.8,75,90,5.82
512,512,Kargil,PK,34.56,76.13,2.27,77,68,1.01
513,513,San-Pedro,CI,4.75,-6.64,86.51,77,48,9.06
514,514,Yeppoon,AU,-23.13,150.74,73.4,83,0,5.82
515,515,Thunder Bay,CA,48.41,-89.26,-22.01,67,5,4.7
516,516,Brigantine,US,39.41,-74.36,35.91,61,90,9.95
517,517,Gombong,ID,-7.19,109.31,72.02,96,24,2.01
518,518,Ambilobe,MG,-13.19,49.05,76.34,95,100,5.26
519,519,Itarema,BR,-2.92,-39.92,79.85,100,88,9.4
520,520,Lazaro Cardenas,MX,28.39,-105.62,46.4,33,5,5.82
521,521,Espanola,CA,46.27,-81.77,-11.91,38,80,6.15
522,522,Tabuk,PH,17.41,121.44,65.49,98,64,1.23
524,524,Sibolga,ID,1.74,98.78,69.68,100,44,2.35
525,525,Sinnamary,GF,5.38,-52.96,80.25,92,92,11.74
526,526,Tripoli,GR,37.51,22.37,51.8,87,75,0.89
527,527,Barcelos,PT,41.53,-8.62,57.2,93,75,9.17
528,528,Kalaleh,IR,37.38,55.49,41,86,75,4.7
530,530,Pozo Colorado,PY,-23.49,-58.8,75.53,87,36,11.86
531,531,Kaffrine,SN,14.1,-15.55,86,48,0,13.87
532,532,Myaundzha,RU,63.05,147.18,-43.73,0,64,2.57
533,533,Te Anau,NZ,-45.41,167.72,44.7,93,92,11.97
534,534,Porto Novo,BR,-23.68,-45.44,89.6,52,40,5.82
535,535,Ellisras,ZA,-23.67,27.74,92,45,12,7.72
536,536,Kachiry,KZ,53.07,76.1,13.88,69,44,8.72
537,537,Saint Anthony,US,43.97,-111.68,29.03,75,90,6.93
538,538,Prabumulih,ID,-3.5,104.19,73.73,99,92,2.91
539,539,Ust-Kuyga,RU,70,135.55,-66.23,0,0,2.8
540,540,Stromness,CA,42.87,-79.55,16.23,87,90,13.87
542,542,Beyneu,KZ,45.32,55.19,27.6,93,92,10.4
543,543,Jucuaran,SV,13.25,-88.25,80.6,51,0,5.82
544,544,Torbay,CA,47.66,-52.73,32.86,80,75,6.93
545,545,Linxia,CN,35.6,103.21,0.92,69,20,2.57
546,546,Rockport,US,28.02,-97.05,57.13,47,1,28.86
547,547,Avera,US,33.19,-82.53,59.04,91,90,9.17
548,548,Konevo,BG,41.67,25.61,48.98,81,64,2.57
549,549,Natal,BR,-5.81,-35.21,88.72,62,40,14.99
551,551,Empalme,MX,27.96,-110.81,62.6,67,5,5.93
553,553,Fonte Boa,BR,-2.51,-66.09,81.74,90,36,3.69
554,554,Phulpur,IN,26.08,82.87,57.08,80,0,4.92
555,555,Pathardi,IN,19.17,75.17,64.14,71,0,1.9
556,556,Ahipara,NZ,-35.17,173.16,67.02,97,92,8.28
557,557,Okany,HU,46.9,21.35,33.17,86,0,4.7
558,558,Aquidauana,BR,-20.47,-55.78,81.2,81,64,9.73
559,559,Jaisalmer,IN,26.91,70.91,59.19,73,64,6.93
560,560,Cap Malheureux,MU,-19.98,57.61,82.4,74,40,3.36
561,561,Priiskovyy,RU,51.93,116.63,-0.35,62,48,6.6
562,562,Fort William,GB,56.82,-5.11,35.07,100,0,2.57
563,563,Puerto Madryn,AR,-42.77,-65.04,82.95,39,0,19.24
564,564,Namatanai,PG,-3.66,152.44,80.48,100,92,10.74
565,565,Anadyr,RU,64.73,177.51,-4.01,83,75,11.18
566,566,Newberg,US,45.3,-122.97,45.28,95,90,3.36
567,567,Sharjah,AE,25.36,55.39,66.6,56,40,16.11
568,568,Kangaatsiaq,GL,68.31,-53.46,13.7,100,88,21.92
569,569,Hurricane,US,37.18,-113.29,30.29,81,1,3.36
571,571,Ongandjera,NA,-17.88,15.07,91.5,32,32,4.47
572,572,Hetauda,NP,27.43,85.03,50,76,20,4.7
573,573,Ilheus,BR,-14.79,-39.05,86.81,66,20,10.29
574,574,Stephanskirchen,DE,47.86,12.18,28.4,68,0,3.36
575,575,Benguela,AO,-12.58,13.4,80.93,91,8,9.51
576,576,Ghanzi,BW,-21.7,21.65,92.99,31,24,8.16
577,577,Pedasi,PA,7.53,-80.03,78.45,93,32,16.67
578,578,Marolambo,MG,-20.05,48.13,70.8,95,76,2.68
581,581,Coatepeque,SV,13.93,-89.5,74.82,57,20,9.17
582,582,Inhambane,MZ,-23.87,35.38,82.4,78,75,13.87
583,583,Pokhara,NP,28.21,83.99,39.08,81,0,1.9
584,584,High Rock,BS,26.63,-78.28,78.8,61,40,11.41
585,585,Saravan,AM,39.72,45.65,27.68,73,40,2.24
586,586,Kupang,ID,-10.16,123.6,77,94,20,2.24
587,587,Puerto Escondido,MX,15.86,-97.07,80.6,69,5,1.57
588,588,Verkhniy Avzyan,RU,53.53,57.54,15.86,89,76,2.91
589,589,Abu Kamal,SY,34.45,40.92,41.24,51,0,2.91
590,590,Port Lincoln,AU,-34.72,135.86,66.17,89,80,12.97
591,591,Pitimbu,BR,-7.47,-34.81,87.8,55,40,14.99
592,592,Pacific Grove,US,36.62,-121.92,49.19,83,1,4.7
593,593,Kirakira,SB,-10.46,161.92,81.92,100,80,4.81
594,594,Bilma,NE,18.69,12.92,77.55,22,0,10.96
595,595,Ejido,VE,8.55,-71.24,69.45,52,8,1.01
597,597,Oranjemund,ZA,-28.55,16.43,64.82,92,0,29.08
598,598,Madawaska,CA,47.36,-68.32,-9.32,51,1,12.75
599,599,Karratha,AU,-20.74,116.85,86.55,50,0,8.39
600,600,Machico,PT,32.7,-16.77,62.6,63,75,9.17
602,602,Bonavista,CA,48.65,-53.11,31.79,94,92,25.84
603,603,Darhan,MN,49.49,105.92,4.02,57,0,8.5
604,604,Cardston,CA,49.2,-113.32,19.38,64,1,17.22
